Date,ticker,stock_name,Open,High,Low,Close,Volume,Adj Close
2024-05-28,005930.KS,삼성전자,62810,62890,61640,62620,12940890,62620
2024-05-29,005930.KS,삼성전자,62490,62560,60750,61120,16480907,61120
2024-05-30,005930.KS,삼성전자,60970,62810,60290,62130,18199659,62130
2024-05-31,005930.KS,삼성전자,61740,62490,60210,60370,17448111,60370
2024-06-03,005930.KS,삼성전자,59700,60090,59070,59690,11031941,59690
2024-06-04,005930.KS,삼성전자,59200,59720,58300,59220,16416594,59220
2024-06-05,005930.KS,삼성전자,58510,59700,57790,59490,8952239,59490
2024-06-06,005930.KS,삼성전자,59470,59770,57310,58140,16362959,58140
2024-06-07,005930.KS,삼성전자,57990,60190,57710,59320,17450661,59320
2024-06-10,005930.KS,삼성전자,59430,60300,57870,58630,18626309,58630
2024-06-11,005930.KS,삼성전자,58140,59550,57320,59110,15614874,59110
2024-06-12,005930.KS,삼성전자,59170,60990,59050,60550,15817968,60550
2024-06-13,005930.KS,삼성전자,60230,62220,59490,61570,20796130,61570
2024-06-14,005930.KS,삼성전자,61340,61490,59530,60340,17458185,60340
2024-06-17,005930.KS,삼성전자,60630,62040,60160,61890,11027534,61890
2024-06-18,005930.KS,삼성전자,62040,62640,61870,62010,17020552,62010
2024-06-19,005930.KS,삼성전자,62090,62860,61150,61780,18002815,61780
2024-06-20,005930.KS,삼성전자,61480,62160,60790,62080,15653747,62080
2024-06-21,005930.KS,삼성전자,61800,62060,60680,61380,16099385,61380
2024-06-24,005930.KS,삼성전자,61760,62630,59640,60510,16056173,60510
2024-06-25,005930.KS,삼성전자,60030,60840,59250,60190,14037464,60190
2024-06-26,005930.KS,삼성전자,59830,59940,58810,58950,20585323,58950
2024-06-27,005930.KS,삼성전자,59310,59610,58920,59010,15916038,59010
2024-06-28,005930.KS,삼성전자,59320,60040,56930,57560,12789618,57560
2024-07-01,005930.KS,삼성전자,57730,58510,57030,58160,9369831,58160
2024-07-02,005930.KS,삼성전자,57990,61310,57730,60380,29017775,60380
2024-07-03,005930.KS,삼성전자,60200,62190,59880,61290,13740794,61290
2024-07-04,005930.KS,삼성전자,60950,61100,60460,60950,14054589,60950
2024-07-05,005930.KS,삼성전자,61250,61910,60040,60780,15952946,60780
2024-07-08,005930.KS,삼성전자,60520,61820,60040,61120,20487704,61120
2024-07-09,005930.KS,삼성전자,61250,61840,59580,59810,18409907,59810
2024-07-10,005930.KS,삼성전자,59790,60840,57870,58820,15173955,58820
2024-07-11,005930.KS,삼성전자,58020,58880,55710,56280,14738181,56280
2024-07-12,005930.KS,삼성전자,56020,56810,55570,56500,9956725,56500
2024-07-15,005930.KS,삼성전자,56560,57410,54830,55760,12773644,55760
2024-07-16,005930.KS,삼성전자,55930,56910,54770,55740,14575424,55740
2024-07-17,005930.KS,삼성전자,55410,58150,54960,57650,17872516,57650
2024-07-18,005930.KS,삼성전자,57330,58300,56400,57600,7676922,57600
2024-07-19,005930.KS,삼성전자,57640,58580,57050,57810,13444146,57810
2024-07-22,005930.KS,삼성전자,58070,58650,57760,57900,17613514,57900
2024-07-23,005930.KS,삼성전자,57640,59490,56860,58790,13768028,58790
2024-07-24,005930.KS,삼성전자,59000,59540,57880,58490,13648479,58490
2024-07-25,005930.KS,삼성전자,58820,58910,57010,57460,11327637,57460
2024-07-26,005930.KS,삼성전자,57780,58460,54390,54880,17116826,54880
2024-07-29,005930.KS,삼성전자,54540,56150,54260,55220,10450240,55220
2024-07-30,005930.KS,삼성전자,55240,56600,55010,56110,15316429,56110
2024-07-31,005930.KS,삼성전자,56180,56300,54530,55240,20864601,55240
2024-08-01,005930.KS,삼성전자,55470,56810,54780,56180,18950005,56180
2024-08-02,005930.KS,삼성전자,55780,58600,55690,57950,19343793,57950
2024-08-05,005930.KS,삼성전자,57970,58790,56720,56880,18123689,56880
2024-08-06,005930.KS,삼성전자,56700,56820,55660,55760,13276285,55760
2024-08-07,005930.KS,삼성전자,55530,56910,55200,56340,15762856,56340
2024-08-08,005930.KS,삼성전자,56750,58060,56270,57300,19205169,57300
2024-08-09,005930.KS,삼성전자,57130,57680,55120,55540,18697495,55540
2024-08-12,005930.KS,삼성전자,56080,57240,55810,56380,16897068,56380
2024-08-13,005930.KS,삼성전자,55970,56960,54230,54770,19055476,54770
2024-08-14,005930.KS,삼성전자,54830,55200,52920,53750,19474932,53750
2024-08-15,005930.KS,삼성전자,53340,54630,53010,54560,14646291,54560
2024-08-16,005930.KS,삼성전자,54600,54680,53080,53580,15694393,53580
2024-08-19,005930.KS,삼성전자,53540,54340,51800,52170,18713446,52170
2024-08-20,005930.KS,삼성전자,52200,53010,50690,51510,13774690,51510
2024-08-21,005930.KS,삼성전자,50860,51210,50350,50960,17345159,50960
2024-08-22,005930.KS,삼성전자,51190,52310,50330,51440,14561925,51440
2024-08-23,005930.KS,삼성전자,51450,51810,50620,50950,16314174,50950
2023-01-02,035420.KS,NAVER,206520,209580,205300,205950,822784,205950
2023-01-03,035420.KS,NAVER,204560,208030,201190,204520,1273287,204520
2023-01-04,035420.KS,NAVER,205790,207810,199780,201700,891211,201700
2023-01-05,035420.KS,NAVER,200710,203350,197740,199480,1270732,199480
2023-01-06,035420.KS,NAVER,197220,201870,194070,201080,998553,201080
2023-01-09,035420.KS,NAVER,201860,203000,197510,199030,1077454,199030
2023-01-10,035420.KS,NAVER,197080,207740,194400,205450,941029,205450
2023-01-11,035420.KS,NAVER,205170,205640,200420,203190,1347601,203190
2023-01-12,035420.KS,NAVER,202860,208780,201930,208560,1391243,208560
2023-01-13,035420.KS,NAVER,208720,213420,206180,211220,1144658,211220
2023-01-16,035420.KS,NAVER,213080,221650,212550,219540,1824071,219540
2023-01-17,035420.KS,NAVER,220840,224600,220110,222260,943089,222260
2023-01-18,035420.KS,NAVER,219430,226550,217290,225580,987008,225580
2023-01-19,035420.KS,NAVER,224780,228380,218790,219890,1549085,219890
2023-01-20,035420.KS,NAVER,218620,222340,215820,217690,745302,217690
2023-01-23,035420.KS,NAVER,216680,226780,213900,223900,815628,223900
2023-01-24,035420.KS,NAVER,222010,225610,216590,220430,919639,220430
2023-01-25,035420.KS,NAVER,222470,224970,216760,217740,1220461,217740
2023-01-26,035420.KS,NAVER,217880,219440,213860,214600,1252914,214600
2023-01-27,035420.KS,NAVER,213310,223580,210100,220060,1136509,220060
2023-01-30,035420.KS,NAVER,221000,231190,220680,227720,1362316,227720
2023-01-31,035420.KS,NAVER,228370,229700,220960,222580,961805,222580
2023-02-01,035420.KS,NAVER,221650,230960,220150,229800,859744,229800
2023-02-02,035420.KS,NAVER,226270,244680,223470,244130,1215410,244130
2023-02-03,035420.KS,NAVER,243100,246120,238370,241390,1130358,241390
2023-02-06,035420.KS,NAVER,240640,242880,235040,238900,797134,238900
2023-02-07,035420.KS,NAVER,241280,246310,240160,244620,1148077,244620
2023-02-08,035420.KS,NAVER,245430,261570,244720,258230,1704310,258230
2023-02-09,035420.KS,NAVER,254810,265430,253320,262040,658823,262040
2023-02-10,035420.KS,NAVER,262890,263720,255430,259530,939030,259530
2023-02-13,035420.KS,NAVER,261080,261360,252170,253020,1099407,253020
2023-02-14,035420.KS,NAVER,252180,258780,249130,255460,1022923,255460
2023-02-15,035420.KS,NAVER,255700,256340,249980,253540,776804,253540
2023-02-16,035420.KS,NAVER,253270,253570,251000,252400,1451048,252400
2023-02-17,035420.KS,NAVER,256190,257770,245120,248400,810673,248400
2023-02-20,035420.KS,NAVER,247480,258840,243910,255130,911618,255130
2023-02-21,035420.KS,NAVER,252740,255820,249990,255080,1233935,255080
2023-02-22,035420.KS,NAVER,251760,269400,247610,267560,1004892,267560
2023-02-23,035420.KS,NAVER,268890,272400,265540,271420,1331410,271420
2023-02-24,035420.KS,NAVER,270770,281980,267640,278890,1009738,278890
2023-02-27,035420.KS,NAVER,276740,284200,275240,280010,646792,280010
2023-02-28,035420.KS,NAVER,276660,286860,273790,285880,814044,285880
2023-03-01,035420.KS,NAVER,288510,293270,285270,292970,1017192,292970
2023-03-02,035420.KS,NAVER,292410,301570,289200,297020,933319,297020
2023-03-03,035420.KS,NAVER,294030,303310,293680,302790,1043854,302790
2023-03-06,035420.KS,NAVER,303440,318570,301440,314040,1231927,314040
2023-03-07,035420.KS,NAVER,315150,320840,312330,319330,818141,319330
2023-03-08,035420.KS,NAVER,318640,322750,309430,311190,1162905,311190
2023-03-09,035420.KS,NAVER,310100,324480,308270,323350,1343578,323350
2023-03-10,035420.KS,NAVER,324660,337020,318880,332110,1006456,332110
2023-03-13,035420.KS,NAVER,330600,342430,327060,339240,1134775,339240
2023-03-14,035420.KS,NAVER,340210,341290,331290,333630,793347,333630
2023-03-15,035420.KS,NAVER,335950,340310,330100,331450,1050570,331450
2023-03-16,035420.KS,NAVER,334400,338110,310970,316650,1347194,316650
2023-03-17,035420.KS,NAVER,319630,322870,319190,321090,753986,321090
2023-03-20,035420.KS,NAVER,317580,325290,316670,324910,1083080,324910
2023-03-21,035420.KS,NAVER,326560,329940,319270,321240,968695,321240
2023-03-22,035420.KS,NAVER,317320,321220,312310,320860,606979,320860
2023-03-23,035420.KS,NAVER,321080,324150,311730,317340,828632,317340
2023-03-24,035420.KS,NAVER,317580,320240,314550,319650,1032535,319650
2023-03-27,035420.KS,NAVER,324220,327630,312960,315250,1035390,315250
2023-03-28,035420.KS,NAVER,313660,317810,301040,305560,946870,305560
2023-03-29,035420.KS,NAVER,307470,313070,304530,310350,1320041,310350
2023-03-30,035420.KS,NAVER,313320,318860,311500,316530,1174161,316530
2023-03-31,035420.KS,NAVER,317260,325790,316710,320300,954612,320300
2023-04-03,035420.KS,NAVER,322880,327870,319760,321480,859379,321480
2023-04-04,035420.KS,NAVER,322070,332100,319780,329750,1099146,329750
2023-04-05,035420.KS,NAVER,330180,334130,325870,326340,1143647,326340
2023-04-06,035420.KS,NAVER,330380,334630,325970,329310,1064651,329310
2023-04-07,035420.KS,NAVER,332120,333520,323610,326960,1033326,326960
2023-04-10,035420.KS,NAVER,325150,328640,322410,326640,417647,326640
2023-04-11,035420.KS,NAVER,329330,332500,321510,325390,975835,325390
2023-04-12,035420.KS,NAVER,326940,332380,309020,314430,1207460,314430
2023-04-13,035420.KS,NAVER,315710,322880,314070,320480,1168200,320480
2023-04-14,035420.KS,NAVER,319380,322240,316020,316500,934052,316500
2023-04-17,035420.KS,NAVER,316490,317500,311930,314240,689468,314240
2023-04-18,035420.KS,NAVER,313570,314030,307720,311460,1140194,311460
2023-04-19,035420.KS,NAVER,312020,315480,309380,312030,1089421,312030
2023-04-20,035420.KS,NAVER,313070,315510,309840,312990,884071,312990
2023-04-21,035420.KS,NAVER,315420,320350,311190,319050,1033048,319050
2023-04-24,035420.KS,NAVER,321000,323350,316050,322860,1296330,322860
2023-04-25,035420.KS,NAVER,328690,333750,322920,329630,972886,329630
2023-04-26,035420.KS,NAVER,331270,333410,319040,322570,775892,322570
2023-04-27,035420.KS,NAVER,321770,325860,312860,318030,747933,318030
2023-04-28,035420.KS,NAVER,316160,321820,312640,315980,1022742,315980
2023-05-01,035420.KS,NAVER,314990,319470,300870,301650,1143834,301650
2023-05-02,035420.KS,NAVER,298810,309630,298230,307090,1001385,307090
2023-05-03,035420.KS,NAVER,304230,315720,303040,311560,911025,311560
2023-05-04,035420.KS,NAVER,312040,312820,298610,298910,1127116,298910
2023-05-05,035420.KS,NAVER,299600,309350,297790,304650,856794,304650
2023-05-08,035420.KS,NAVER,307750,313200,293930,298790,1109029,298790
2023-05-09,035420.KS,NAVER,297310,300730,289460,293060,716444,293060
2023-05-10,035420.KS,NAVER,292990,293350,286510,287170,924618,287170
2023-05-11,035420.KS,NAVER,284890,294950,283520,290180,747239,290180
2023-05-12,035420.KS,NAVER,288950,293260,278480,280900,1086019,280900
2023-05-15,035420.KS,NAVER,282010,286900,275480,276510,1515161,276510
2023-05-16,035420.KS,NAVER,277490,291100,275660,288290,1441392,288290
2023-05-17,035420.KS,NAVER,290880,292080,278930,284020,866241,284020
2023-05-18,035420.KS,NAVER,285390,289390,283240,284590,835307,284590
2023-05-19,035420.KS,NAVER,286100,287510,281570,283940,673429,283940
2023-05-22,035420.KS,NAVER,282070,289270,280120,284220,928427,284220
2023-05-23,035420.KS,NAVER,285220,285760,276840,281630,1397349,281630
2023-05-24,035420.KS,NAVER,280450,285760,276440,285030,1042685,285030
2023-05-25,035420.KS,NAVER,284950,287490,269680,271780,1610830,271780
2023-05-26,035420.KS,NAVER,271600,275710,269590,270730,948265,270730
2023-05-29,035420.KS,NAVER,274560,282460,271490,280890,1103831,280890
2023-05-30,035420.KS,NAVER,282660,285400,277970,283050,959262,283050
2023-05-31,035420.KS,NAVER,282230,286710,278850,283640,778598,283640
2023-06-01,035420.KS,NAVER,281960,288020,277420,286430,1034183,286430
2023-06-02,035420.KS,NAVER,285810,289530,277780,280770,1036100,280770
2023-06-05,035420.KS,NAVER,278430,282280,274630,279740,809345,279740
2023-06-06,035420.KS,NAVER,278650,283600,275870,280290,655527,280290
2023-06-07,035420.KS,NAVER,282240,286270,269640,272080,1173616,272080
2023-06-08,035420.KS,NAVER,267510,276580,265900,274870,1160846,274870
2023-06-09,035420.KS,NAVER,275470,277590,268980,271740,967445,271740
2023-06-12,035420.KS,NAVER,272080,279940,270900,276020,932440,276020
2023-06-13,035420.KS,NAVER,276060,279530,260800,264850,1430788,264850
2023-06-14,035420.KS,NAVER,263140,267740,260650,267020,935707,267020
2023-06-15,035420.KS,NAVER,268700,270510,260920,262740,847712,262740
2023-06-16,035420.KS,NAVER,263070,264480,253840,254500,947289,254500
2023-06-19,035420.KS,NAVER,253710,254710,244880,249050,1311970,249050
2023-06-20,035420.KS,NAVER,248610,252980,246480,247500,1024219,247500
2023-06-21,035420.KS,NAVER,246780,251220,242650,246860,1227931,246860
2023-06-22,035420.KS,NAVER,246590,252780,243890,249680,920001,249680
2023-06-23,035420.KS,NAVER,251780,254980,245540,247110,595585,247110
2023-06-26,035420.KS,NAVER,248000,251190,247520,249010,913881,249010
2023-06-27,035420.KS,NAVER,250090,254380,246550,249200,458579,249200
2023-06-28,035420.KS,NAVER,248330,258730,247040,256200,1278354,256200
2023-06-29,035420.KS,NAVER,257180,259290,250440,254720,1039874,254720
2023-06-30,035420.KS,NAVER,254320,257820,250740,256280,1153253,256280
2023-07-03,035420.KS,NAVER,256110,261360,254110,257350,565509,257350
2023-07-04,035420.KS,NAVER,256270,262600,254680,262230,796798,262230
2023-07-05,035420.KS,NAVER,260250,267660,259690,267170,1090977,267170
2023-07-06,035420.KS,NAVER,268120,272250,256260,257860,1521150,257860
2023-07-07,035420.KS,NAVER,256580,263110,255220,259080,772472,259080
2023-07-10,035420.KS,NAVER,262350,265340,260750,261100,1150216,261100
2023-07-11,035420.KS,NAVER,260890,263830,258320,261140,966038,261140
2023-07-12,035420.KS,NAVER,263400,264910,254920,258810,1028577,258810
2023-07-13,035420.KS,NAVER,260640,262350,259610,259930,921051,259930
2023-07-14,035420.KS,NAVER,258870,261010,252720,257110,1151538,257110
2023-07-17,035420.KS,NAVER,255730,269070,253460,264860,1061738,264860
2023-07-18,035420.KS,NAVER,260470,269670,258600,266400,924707,266400
2023-07-19,035420.KS,NAVER,265680,270340,262260,264710,1019433,264710
2023-07-20,035420.KS,NAVER,266620,270590,262170,262930,1079727,262930
2023-07-21,035420.KS,NAVER,262250,268320,260700,265330,1117126,265330
2023-07-24,035420.KS,NAVER,263360,267110,262480,263030,892933,263030
2023-07-25,035420.KS,NAVER,262500,263480,259960,262580,978342,262580
2023-07-26,035420.KS,NAVER,263230,267420,258160,260930,1016395,260930
2023-07-27,035420.KS,NAVER,260440,272050,257100,268290,970154,268290
2023-07-28,035420.KS,NAVER,267330,269050,263780,267160,1097777,267160
2023-07-31,035420.KS,NAVER,268910,277410,265120,274860,1168685,274860
2023-08-01,035420.KS,NAVER,276110,278150,266650,267450,1077650,267450
2023-08-02,035420.KS,NAVER,266950,268310,266140,266970,1185120,266970
2023-08-03,035420.KS,NAVER,266270,269360,262100,266980,514254,266980
2023-08-04,035420.KS,NAVER,267090,267490,264190,265740,654912,265740
2023-08-07,035420.KS,NAVER,265620,267650,258580,262420,749195,262420
2023-08-08,035420.KS,NAVER,267560,270730,260680,264440,1113632,264440
2023-08-09,035420.KS,NAVER,266480,270190,250590,253130,1419051,253130
2023-08-10,035420.KS,NAVER,252480,263090,251160,259570,893664,259570
2023-08-11,035420.KS,NAVER,260560,263360,258530,260980,806075,260980
2023-08-14,035420.KS,NAVER,260670,262340,256450,261930,654951,261930
2023-08-15,035420.KS,NAVER,260210,264300,251760,256080,1076667,256080
2023-08-16,035420.KS,NAVER,253720,257650,245070,247720,1381110,247720
2023-08-17,035420.KS,NAVER,248580,252000,236710,240150,1010413,240150
2023-08-18,035420.KS,NAVER,240740,242210,234570,238170,772752,238170
2023-08-21,035420.KS,NAVER,239070,243140,236810,242820,1127541,242820
2023-08-22,035420.KS,NAVER,242860,255910,241710,254220,1466420,254220
2023-08-23,035420.KS,NAVER,253930,256440,248160,249660,1055842,249660
2023-08-24,035420.KS,NAVER,245190,259400,242280,258600,1479705,258600
2023-08-25,035420.KS,NAVER,261920,264050,252940,253680,948052,253680
2023-08-28,035420.KS,NAVER,256170,262850,253200,259770,1172118,259770
2023-08-29,035420.KS,NAVER,259610,275040,256090,273040,1609919,273040
2023-08-30,035420.KS,NAVER,273040,273460,266310,267970,1099484,267970
2023-08-31,035420.KS,NAVER,267530,273280,264880,269270,1240995,269270
2023-09-01,035420.KS,NAVER,268910,281070,268170,276790,1264301,276790
2023-09-04,035420.KS,NAVER,279360,291330,275180,286530,1177779,286530
2023-09-05,035420.KS,NAVER,283810,299310,281540,296450,1510437,296450
2023-09-06,035420.KS,NAVER,299060,303780,289230,292790,1050048,292790
2023-09-07,035420.KS,NAVER,293170,298230,288470,293040,456376,293040
2023-09-08,035420.KS,NAVER,292540,298960,292130,294380,935212,294380
2023-09-11,035420.KS,NAVER,291790,305250,287650,300330,862810,300330
2023-09-12,035420.KS,NAVER,299660,305700,294390,302530,1029832,302530
2023-09-13,035420.KS,NAVER,302260,307140,298860,305970,544699,305970
2023-09-14,035420.KS,NAVER,305690,310680,300890,303060,914364,303060
2023-09-15,035420.KS,NAVER,300320,313680,296080,309280,1263954,309280
2023-09-18,035420.KS,NAVER,308690,309250,304160,307250,1105950,307250
2023-09-19,035420.KS,NAVER,308400,313440,304410,310010,960063,310010
2023-09-20,035420.KS,NAVER,308110,312400,305450,307880,925771,307880
2023-09-21,035420.KS,NAVER,310430,311570,298420,299440,852234,299440
2023-09-22,035420.KS,NAVER,304340,305430,301810,303970,1063682,303970
2023-09-25,035420.KS,NAVER,300700,311570,298400,308120,879558,308120
2023-09-26,035420.KS,NAVER,307700,312140,296060,300990,1518592,300990
2023-09-27,035420.KS,NAVER,298520,306160,296570,304520,827398,304520
2023-09-28,035420.KS,NAVER,305420,308990,298380,301810,869643,301810
2023-09-29,035420.KS,NAVER,302280,313210,300870,308860,748722,308860
2023-10-02,035420.KS,NAVER,312250,315710,307400,309520,932543,309520
2023-10-03,035420.KS,NAVER,308350,329710,307360,327010,1264604,327010
2023-10-04,035420.KS,NAVER,328470,331520,317550,321250,1075736,321250
2023-10-05,035420.KS,NAVER,324750,332850,323030,330850,1294114,330850
2023-10-06,035420.KS,NAVER,331770,334930,326700,329420,1051093,329420
2023-10-09,035420.KS,NAVER,327910,331280,324360,325330,1190009,325330
2023-10-10,035420.KS,NAVER,322690,329050,321350,325430,1267240,325430
2023-10-11,035420.KS,NAVER,326220,335210,321170,330030,860789,330030
2023-10-12,035420.KS,NAVER,329670,339740,328700,333860,927074,333860
2023-10-13,035420.KS,NAVER,336410,341510,330710,332740,887299,332740
2023-10-16,035420.KS,NAVER,331860,333870,326130,328840,898697,328840
2023-10-17,035420.KS,NAVER,330740,334850,327130,331480,996912,331480
2023-10-18,035420.KS,NAVER,331630,347350,329680,342330,1080904,342330
2023-10-19,035420.KS,NAVER,342120,356600,338060,350330,897046,350330
2023-10-20,035420.KS,NAVER,348910,360840,344530,359480,1163515,359480
2023-10-23,035420.KS,NAVER,360470,366600,357500,358210,795791,358210
2023-10-24,035420.KS,NAVER,359100,365080,348740,351050,899558,351050
2023-10-25,035420.KS,NAVER,353360,354530,342930,346960,678494,346960
2023-10-26,035420.KS,NAVER,346470,350160,344740,348600,1167033,348600
2023-10-27,035420.KS,NAVER,346910,349480,343660,345710,1166699,345710
2023-10-30,035420.KS,NAVER,347980,351510,343290,345200,776422,345200
2023-10-31,035420.KS,NAVER,341710,353060,335650,350200,1098455,350200
2023-11-01,035420.KS,NAVER,353460,356030,345380,349800,782917,349800
2023-11-02,035420.KS,NAVER,348560,358940,347800,355490,943758,355490
2023-11-03,035420.KS,NAVER,357640,364620,355320,362240,1002468,362240
2023-11-06,035420.KS,NAVER,361120,367530,359180,364950,1074796,364950
2023-11-07,035420.KS,NAVER,364620,369430,358480,360360,912066,360360
2023-11-08,035420.KS,NAVER,358070,358950,352540,353980,664990,353980
2023-11-09,035420.KS,NAVER,356230,357070,342350,347980,1030009,347980
2023-11-10,035420.KS,NAVER,350270,355810,344150,348020,940185,348020
2023-11-13,035420.KS,NAVER,349630,371590,347440,366480,1372706,366480
2023-11-14,035420.KS,NAVER,369360,370870,362510,367900,1198782,367900
2023-11-15,035420.KS,NAVER,367930,379070,365090,376960,1279546,376960
2023-11-16,035420.KS,NAVER,374520,391610,371500,385560,955505,385560
2023-11-17,035420.KS,NAVER,381860,394650,381140,392940,1285394,392940
2023-11-20,035420.KS,NAVER,390700,396320,375170,377340,1034308,377340
2023-11-21,035420.KS,NAVER,378650,380560,369630,372890,825392,372890
2023-11-22,035420.KS,NAVER,374280,380800,368480,372070,652793,372070
2023-11-23,035420.KS,NAVER,372470,377310,365380,366350,1300112,366350
2023-11-24,035420.KS,NAVER,364220,383140,359050,380240,1118862,380240
2023-11-27,035420.KS,NAVER,382330,386700,378440,380850,943475,380850
2023-11-28,035420.KS,NAVER,381540,401000,377350,395820,1692924,395820
2023-11-29,035420.KS,NAVER,394090,401960,388930,398100,889248,398100
2023-11-30,035420.KS,NAVER,398670,403950,392410,393650,869542,393650
2023-12-01,035420.KS,NAVER,397480,403620,387710,390610,770587,390610
2023-12-04,035420.KS,NAVER,387510,393580,380400,385710,1115465,385710
2023-12-05,035420.KS,NAVER,385690,391580,364250,366930,1473692,366930
2023-12-06,035420.KS,NAVER,368500,372660,363670,367650,1210466,367650
2023-12-07,035420.KS,NAVER,367780,372480,356140,359620,880262,359620
2023-12-08,035420.KS,NAVER,360590,368520,355300,365860,1032870,365860
2023-12-11,035420.KS,NAVER,370370,371460,353880,354760,992573,354760
2023-12-12,035420.KS,NAVER,355760,357100,340060,345130,1051232,345130
2023-12-13,035420.KS,NAVER,347860,353240,338970,343560,608666,343560
2023-12-14,035420.KS,NAVER,342820,343750,334830,338930,872976,338930
2023-12-15,035420.KS,NAVER,337110,342820,332210,340780,1034443,340780
2023-12-18,035420.KS,NAVER,342390,347070,332160,338100,1298082,338100
2023-12-19,035420.KS,NAVER,342460,343900,335750,340110,903299,340110
2023-12-20,035420.KS,NAVER,338350,348930,335630,346000,1000825,346000
2023-12-21,035420.KS,NAVER,345400,360800,342970,357350,1146298,357350
2023-12-22,035420.KS,NAVER,359820,370030,358130,367630,1139322,367630
2023-12-25,035420.KS,NAVER,369170,371690,350720,353540,1539482,353540
2023-12-26,035420.KS,NAVER,351680,354570,336140,341540,999266,341540
2023-12-27,035420.KS,NAVER,338820,348180,337710,344040,497546,344040
2023-12-28,035420.KS,NAVER,343040,344590,332970,335980,1414631,335980
2023-12-29,035420.KS,NAVER,334670,337150,327620,329430,735162,329430
2024-01-01,035420.KS,NAVER,328540,333320,324900,325750,833130,325750
2024-01-02,035420.KS,NAVER,322800,332920,318020,327650,925331,327650
2024-01-03,035420.KS,NAVER,326450,331890,303400,308960,1600468,308960
2024-01-04,035420.KS,NAVER,308830,314590,304390,311430,848049,311430
2024-01-05,035420.KS,NAVER,315380,317290,300290,302400,968526,302400
2024-01-08,035420.KS,NAVER,304350,309490,299370,305190,1060364,305190
2024-01-09,035420.KS,NAVER,308940,314340,299740,301290,699237,301290
2024-01-10,035420.KS,NAVER,300440,302880,288630,293530,1159707,293530
2024-01-11,035420.KS,NAVER,291700,293800,285510,285920,1308031,285920
2024-01-12,035420.KS,NAVER,285070,293460,283410,288280,1221630,288280
2024-01-15,035420.KS,NAVER,289280,291330,280080,284230,1008205,284230
2024-01-16,035420.KS,NAVER,284780,285750,277560,279030,412424,279030
2024-01-17,035420.KS,NAVER,280580,293530,280000,288480,1168316,288480
2024-01-18,035420.KS,NAVER,291660,293260,280280,282690,1307781,282690
2024-01-19,035420.KS,NAVER,281430,286040,276410,279630,874474,279630
2024-01-22,035420.KS,NAVER,278300,290420,276190,289660,1552012,289660
2024-01-23,035420.KS,NAVER,289710,290750,282220,287290,1029055,287290
2024-01-24,035420.KS,NAVER,289370,293580,285770,290340,649182,290340
2024-01-25,035420.KS,NAVER,289420,292430,277270,280970,979126,280970
2024-01-26,035420.KS,NAVER,279020,286570,276280,282830,813062,282830
2024-01-29,035420.KS,NAVER,277710,285610,275000,285050,840687,285050
2024-01-30,035420.KS,NAVER,283320,286310,275090,276910,1216055,276910
2024-01-31,035420.KS,NAVER,277310,279960,265620,269870,1232255,269870
2024-02-01,035420.KS,NAVER,268710,271410,265120,269320,902106,269320
2024-02-02,035420.KS,NAVER,268610,274550,265340,273360,774944,273360
2024-02-05,035420.KS,NAVER,272080,281260,268940,278660,883878,278660
2024-02-06,035420.KS,NAVER,279530,285350,276580,282450,754249,282450
2024-02-07,035420.KS,NAVER,285960,294440,281540,289970,953071,289970
2024-02-08,035420.KS,NAVER,289410,292000,284030,286700,941274,286700
2024-02-09,035420.KS,NAVER,285640,286860,280250,284540,1075920,284540
2024-02-12,035420.KS,NAVER,283510,286870,281080,283390,1008016,283390
2024-02-13,035420.KS,NAVER,284840,292860,282030,290210,846376,290210
2024-02-14,035420.KS,NAVER,290240,298230,288980,293390,967806,293390
2024-02-15,035420.KS,NAVER,294800,297760,291220,293440,819433,293440
2024-02-16,035420.KS,NAVER,291430,298930,291130,296570,1272417,296570
2024-02-19,035420.KS,NAVER,297110,305090,296080,303950,1524916,303950
2024-02-20,035420.KS,NAVER,306070,309840,300070,300410,821254,300410
2024-02-21,035420.KS,NAVER,303950,308870,298500,301340,1170427,301340
2024-02-22,035420.KS,NAVER,301590,309880,298740,304450,1222813,304450
2024-02-23,035420.KS,NAVER,302390,310500,299430,307370,1235030,307370
2024-02-26,035420.KS,NAVER,309730,311820,305540,309850,1087735,309850
2024-02-27,035420.KS,NAVER,311260,313680,303230,306340,1012184,306340
2024-02-28,035420.KS,NAVER,304410,312140,300930,310140,773744,310140
2024-02-29,035420.KS,NAVER,307950,312370,294940,299230,1326096,299230
2024-03-01,035420.KS,NAVER,300350,303190,290570,291450,792567,291450
2024-03-04,035420.KS,NAVER,290750,294470,285300,288270,868343,288270
2024-03-05,035420.KS,NAVER,289740,290110,285410,287990,993854,287990
2024-03-06,035420.KS,NAVER,286960,295680,283230,291880,918368,291880
2024-03-07,035420.KS,NAVER,293080,297770,284280,288680,1312725,288680
2024-03-08,035420.KS,NAVER,287650,288910,282330,284700,957540,284700
2024-03-11,035420.KS,NAVER,284640,289330,280470,288410,1118227,288410
2024-03-12,035420.KS,NAVER,289670,296780,287600,294180,939410,294180
2024-03-13,035420.KS,NAVER,291130,299080,290730,298650,1070671,298650
2024-03-14,035420.KS,NAVER,299510,300380,289900,292560,1254795,292560
2024-03-15,035420.KS,NAVER,291650,297250,289870,292220,1197206,292220
